date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2024-01-23,2024,1,23,Africa,South Africa,Cardiovascular, Amlodipine ,46-65,183,-26.78,934,576,0
2023-01-29,2023,1,29,Africa,South Africa,Diabetes,Metformin,46-65,220,12.4,25,364,0
2025-11-27,2025,11,27,North America,USA,Cardiovascular,Amlodipine,13-25,101,26.13,1040,559,0
2025-08-01,2025,8,1,North America,Canada,Vitamin,Vitamin C,13-25,378,9.34,348,147,0
2023-07-30,2023,7,30,South America,Colombia,Chronic,Omeprazole,46-65,365,45.76,48,970,0
2020-07-08,2020,7,8,East Asia,Japan,Antibiotic,Amoxicillin,26-45,145,28.73,713,687,1
2023-10-13,2023,10,13,Africa,South Africa,Pain_Relief,Paracetamol,26-45,175,8.22,1717,318,0
2025-07-18,2025,7,18,Europe,UK,Diabetes,Metformin,65+,412,14.66,1726,851,0
2021-03-13,2021,3,13,Europe,Italy,Cough_Cold,Cough Syrup,0-12,385,12.64,704,730,1
2021-01-07,2021,1,7,South Asia,India,Respiratory,Salbutamol,65+,214,19.93,1025,139,1
2023-08-28,2023,8,28,North America,Canada,Diabetes,Metformin,46-65,449,12.25,1023,561,0
2023-05-29,2023,5,29,Europe,France,Diabetes,Metformin,65+,176,17.06,319,386,0
2024-07-09,2024,7,9,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,13-25,28,25.49,246,652,0
2021-08-23,2021,8,23,East Asia,Japan,Antibiotic,Amoxicillin,0-12,207,26.93,579,567,1
2025-11-04,2025,11,4,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,327,13.31,1370,950,0
2024-07-16,2024,7,16,East Asia,South Korea,Antibiotic,Amoxicillin,65+,58,32.38,1450,353,0
2021-12-16,2021,12,16,South America,Brazil,Respiratory,Salbutamol,13-25,329,16.19,768,868,1
2025-08-13,2025,8,13,East Asia,South Korea,Chronic,Omeprazole,46-65,301,42.6,1600,624,0
2025-09-22,2025,9,22,Africa,Nigeria,Respiratory,Salbutamol,0-12,309,18.84,11,146,0
2025-07-27,2025,7,27,Africa,South Africa,Diabetes,Metformin,46-65,457,14.33,1126,324,0
2023-07-24,2023,7,24,Europe,UK,Chronic,Omeprazole,65+,173,34.47,28,982,0
2024-01-01,2024,1,1,South America,Colombia,Cardiovascular,Atorvastatin,26-45,394,29.87,1248,191,0
2020-01-15,2020,1,15,Africa,South Africa,Antibiotic,Azithromycin,26-45,52,29.0,591,644,1
2021-12-08,2021,12,8,South Asia,India,Antibiotic,Amoxicillin,0-12,76,35.74,462,490,1
2022-03-21,2022,3,21,Africa,South Africa,Respiratory,Salbutamol,26-45,46,22.61,192,344,1
2024-12-01,2024,12,1,South America,Brazil,Cardiovascular,Amlodipine, 26-45 ,119,23.94,1594,218,0
2022-05-21,2022,5,21,Oceania,Australia,Chronic,Omeprazole,26-45,125,39.8,964,610,1
2022-10-24,2022,10,24,Africa,Nigeria,Diabetes,Metformin,65+,257,17.95,1012,-50,1
2025-11-23,2025,11,23,North America,Canada,Cough_Cold,Cough Syrup,0-12,278,10.02,344,158,0
2021-12-16,2021,12,16,North America,Mexico,Vitamin,Vitamin C,0-12,396,9.6,620,884,1
2025-06-01,2025,6,1,South America,Brazil,Diabetes,Metformin,26-45,92,16.54,1050,200,0
2020-12-11,2020,12,11,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,443,9.82,309,39,1
2022-04-28,2022,4,28,Africa,South Africa,Cardiovascular,Amlodipine,46-65,70,23.99,1795,-46,1
2025-12-18,2025,12,18,Oceania,New Zealand,Pain_Relief,Paracetamol,0-12,473,8.16,930,433,0
2024-01-01,2024,1,1,Africa,Nigeria,Chronic,Omeprazole,26-45,234,39.78,553,299,0
2025-07-05,2025,7,5,South Asia,India,Chronic,Omeprazole,65+,222,34.66,78,159,2
2023-05-27,2023,5,27,Oceania,Australia,Respiratory,Salbutamol,46-65,52,21.3,883,101,0
2021-09-04,2021,9,4,Europe,France,Pain_Relief,Paracetamol,66-80,77,8.19,224,898,1
2022-06-21,2022,6,21,South America,Argentina,Vitamin,Vitamin C, 46-65 ,155,10.5,1317,986,1
2024-10-08,2024,10,8,Middle East,UAE,Vitamin,Vitamin C,0-12,50000,10000,1577,674,0
2022-10-13,2022,10,13,North America,Mexico, Respiratory ,Salbutamol,0-12,149,23.36,785,460,1
2022-05-27,2022,5,27,South Asia,India, Antibiotic ,Azithromycin,26-45,146,27.75,324,386,1
2024-08-10,2024,8,10,South Asia,India,Diabetes,Metformin,26-45,261,13.82,470,190,0
2020-10-31,2020,10,31,Europe,France,Pain_Relief,Paracetamol,0-12,452,8.89,24,43,1
2024-09-21,2024,9,21,North America,Canada,Respiratory,Salbutamol,26-45,341,16.08,989,618,0
2020-06-29,2020,6,29,North America,Mexico,Vitamin,Vitamin C,13-25,347,10.87,496,546,1
2021-01-30,2021,1,30,East Asia,Japan,Respiratory,Salbutamol,0-12,42,23.64,605,201,1
2021-11-29,2021,11,29,East Asia,Japan,Chronic,Omeprazole,46-65,56,43.03,1021,899,1
2022-10-12,2022,10,12,East Asia,Japan,Chronic,Omeprazole,46-65,197,42.81,884,500,1
2024-12-25,2024,12,25,Africa,Nigeria,Cough_Cold,Cough Syrup,13-25,50000,10000,735,792,0
2021-07-17,2021,7,17,East Asia,South Korea,Antibiotic,Azithromycin,13-25,211,28.01,1061,542,1
2021-05-02,2021,5,2,Europe,Italy,Vitamin,Vitamin C,46-65,363,8.29,1101,934,1
2023-04-29,2023,4,29,Middle East,Saudi Arabia,Respiratory,Salbutamol,0-12,130,21.96,539,232,0
2021-06-27,2021,6,27,Europe,France,Vitamin,Vitamin C,65+,209,8.84,771,454,1
2021-05-15,2021,5,15,South Asia,Bangladesh,Vitamin, Vitamin C ,0-12,15,9.94,1942,228,1
2023-09-08,2023,9,8,East Asia,China,Cough_Cold,Cough Syrup,13-25,489,11.69,1693,217,0
2020-05-01,2020,5,1,North America,Mexico,Antibiotic,Amoxicillin,26-45,121,25.38,60,255,1
2022-04-15,2022,4,15,East Asia,Japan,Vitamin,Vitamin C,0-12,296,9.11,1437,340,1
2020-06-02,2020,6,2,Europe,UK,Cardiovascular,Atorvastatin,65+,249,23.82,688,134,1
2022-09-17,2022,9,17,North America,Mexico,Diabetes,Metformin,65+,112,12.94,734,876,1
2025-08-30,2025,8,30,South Asia, Bangladesh ,Cardiovascular,Amlodipine,26-45,383,21.06,10,266,0
2022-11-29,2022,11,29,Europe,Germany,Vitamin,Vitamin C,0-12,37,9.43,627,681,1
2022-07-12,2022,7,12,South America,Colombia,Vitamin,Vitamin C,0-12,138,9.0,309,338,1
2021-05-21,2021,5,21,North America,Mexico,Antibiotic,Amoxicillin,0-12,465,35.0,1287,141,1
2022-11-06,2022,11,6,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,315,11.93,29,36,1
2024-07-04,2024,7,4,Oceania,Australia,Antibiotic,Azithromycin,13-25,50000,10000,786,502,0
2022-10-24,2022,10,24,Oceania,Australia,Vitamin,Vitamin C,46-65,489,8.96,1386,290,1
2024-02-12,2024,2,12,Europe,Germany,Chronic,Omeprazole,65+,48,,852,128,0
2022-06-21,2022,6,21,South America,Colombia,Chronic,Omeprazole,26-45,180,33.54,43,105,1
2022-07-04,2022,7,4,North America,Mexico,Vitamin,Vitamin C,65+,459,11.56,29,658,1
2021-09-13,2021,9,13,North America,Canada,Cough_Cold,Cough Syrup,13-25,246,10.25,917,804,1
2020-05-02,2020,5,2,Europe,Italy,Antibiotic,Azithromycin,26-45,73,28.51,1655,824,1
2025-09-13,2025,9,13,East Asia,South Korea,Cardiovascular,Atorvastatin, 65+ ,88,21.24,875,736,0
2021-07-17,2021,7,17,Europe,UK,Chronic,Omeprazole,46-65,300,33.74,1194,305,1
2022-07-24,2022,7,24,,Italy,Chronic,Omeprazole,46-65,222,38.97,1469,246,1
2021-09-10,2021,9,10,East Asia,Japan,Antibiotic,Azithromycin,26-45,282,27.9,1006,31,1
2022-02-03,2022,2,3,South America,Colombia,Diabetes,Metformin,65+,97,16.15,614,46,1
2024-01-10,2024,1,10,South America,Argentina,Antibiotic,Amoxicillin,65+,307,26.33,275,453,0
2022-01-23,2022,1,23,South Asia,Bangladesh,Antibiotic,Amoxicillin,46-65,135,24.83,1194,600,1
2020-07-28,2020,7,28,Europe,Italy,Vitamin,Vitamin C,13-25,463,10.63,1157,389,1
2020-08-21,2020,8,21,South America,Colombia,Respiratory,Salbutamol,26-45,490,22.87,723,616,1
2020-01-02,2020,1,2,North America,Canada,Antibiotic,Azithromycin,46-65,154,31.46,24,317,1
2025-05-07,2025,5,7,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,284,10.29,1126,378,0
2020-10-12,2020,10,12,North America,USA,Respiratory,Salbutamol,26-45,164,21.98,902,848,1
2020-01-08,2020,1,8,North America,Mexico,Vitamin,Vitamin C,26-45,406,9.37,936,232,1
2024-05-02,2024,5,2,South Asia,India,Chronic,Omeprazole,13-25,129,36.73,420,359,0
2024-04-03,2024,4,3,South America,Argentina,Chronic,Omeprazole,46-65,490,44.88,550,216,0
2021-07-21,2021,7,21,South Asia,India,Antibiotic,Azithromycin,26-45,470,34.0,779,905,1
2024-12-10,2024,12,10,Africa,South Africa,Cardiovascular,Atorvastatin,46-65,376,22.24,1563,722,0
2025-07-22,2025,7,22,Oceania,Australia,Pain_Relief,Paracetamol,0-12,184,8.42,473,983,0
2024-01-22,2024,1,22,Europe,Italy,Diabetes,Metformin,26-45,38,17.74,136,541,0
2024-06-10,2024,6,10,East Asia,South Korea,Chronic,Omeprazole,46-65,41,33.25,-1261,295,0
2021-01-11,2021,1,11,North America,Mexico,Vitamin,Vitamin C,46-65,374,-8.07,339,87,1
2025-11-29,2025,11,29,Africa,South Africa,Cardiovascular,Amlodipine,13-25,330,22.93,675,416,0
2025-07-23,2025,7,23,Middle East,Japan,Antibiotic,Amoxicillin,Adult,77,35.65,1066,388,0
2023-09-13,2023,9,13,Africa,South Africa,Antibiotic,Amoxicillin,13-25,28,29.95,554,973,0
2025-10-21,2025,10,21,South Asia,India,Cardiovascular,Amlodipine,46-65,135,21.14,856,534,0
2022-05-04,2022,5,4,South Asia,India,Vitamin,Vitamin C,46-65,58,11.09,846,636,1
9999-99-99,2023,12,8,South America,Colombia,Cardiovascular,Atorvastatin,65+,342,23.43,26,424,0
2024-01-19,2024,1,19,Oceania,New Zealand,Cough_Cold,Cough Syrup,Adult,68,14.01,806,172,0
2021-03-29,2021,3,29,Middle East,UAE,Cough_Cold,Cough Syrup,46-65,241,12.01,29,990,1
2023-08-12,2023,8,12,Europe,France,Cough_Cold,Cough Syrup,13-25,61,10.27,438,180,0
2020-09-26,2020,9,26,North America,USA,Cardiovascular,Amlodipine,65+,405,29.7,1370,736,1
2024-02-01,2024,2,1,East Asia,South Korea,Cardiovascular,Amlodipine,65+,412,22.16,1240,447,0
2022-07-20,2022,7,20,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,236,10.78,471,131,1
2024-08-30,2024,8,30,North America,USA,Pain_Relief,Ibuprofen,26-45,86,9.52,870,458,0
2020-12-19,2020,12,19,Middle East, UAE ,Antibiotic,Amoxicillin,13-25,388,31.68,16,757,1
2020-11-27,2020,11,27,Middle East,UAE,Respiratory,Salbutamol,65+,261,21.86,1222,271,1
2023-04-04,2023,4,4,Middle East,UAE,Cardiovascular,Amlodipine,26-45,311,26.9,986,577,0
2020-07-02,2020,7,2,Europe,Germany,Chronic,Omeprazole,13-25,282,34.07,1040,687,1
2022-06-06,2022,6,6,South America,Argentina,Cough_Cold,Cough Syrup,0-12,31,12.54,944,907,1
2020-01-10,2020,1,10,Europe,Italy,Respiratory,Salbutamol,65+,379,23.4,26,213,1
2020-08-08,2020,8,8,South America,Mexico,Antibiotic,Amoxicillin,0-12,228,34.1,342,88,1
2020-07-01,2020,7,1,Europe,Germany,Respiratory,Salbutamol,0-12,470,19.69,1306,680,1
2024-06-07,2024,6,7,South America,Brazil,Vitamin,Vitamin C,13-25,462,9.71,280,852,0
2025-08-29,2025,8,29,, Nigeria ,Respiratory,Salbutamol,0-12,178,20.12,1350,825,0
2020-03-31,2020,3,31,Oceania,Australia,Antibiotic,Azithromycin,65+,191,-24.77,-27,,1
2020-02-24,2020,2,24,East Asia,South Korea,Antibiotic,Azithromycin,0-12,190,25.37,800,737,1
2025-12-14,2025,12,14,South America,Colombia,Cough_Cold,Cough Syrup,65+,477,14.28,553,371,0
2020-08-27,2020,8,27,Africa,South Africa,Chronic,Omeprazole,0-12,453,47.13,823,123,1
2021-10-17,2021,10,17,South America,Brazil,Pain_Relief,Ibuprofen,26-45,299,8.45,97,380,1
2023-12-16,2023,12,16,Oceania,Australia,Diabetes,Metformin,65+,70,16.69,1438,59,0
2022-11-04,2022,11,4,Oceania,New Zealand,Cough_Cold, Cough Syrup ,0-12,219,13.89,1421,953,1
2025-04-25,2025,4,25,Africa,South Africa,Pain_Relief,Paracetamol,13-25,469,8.3,1147,638,0
2025-10-02,2025,10,2,North America,USA,Chronic,Omeprazole,46-65,255,34.88,1333,46,0
2024-05-09,2024,5,9,South America,Brazil,Vitamin,Vitamin C,0-12,363,8.8,1622,337,0
2025-03-25,2025,3,25,South America,Argentina,Respiratory,Salbutamol,26-45,120,23.28,1439,314,0
2024-10-26,2024,10,26,Middle East,Saudi Arabia,Antibiotic,Azithromycin,26-45,355,30.18,1050,253,0
2021-01-24,2021,,24,South America,Brazil,Chronic,Omeprazole,46-65,385,35.96,831,736,1
2022-11-06,2022,11,6,Europe,Italy,Vitamin,Vitamin C,46-65,,9.64,1605,336,1
2025-02-27,2025,2,27,Oceania,New Zealand,Chronic,Omeprazole,65+,254,32.11,17,92,0
2022-01-27,2022,1,27,Middle East,UAE,Respiratory,Salbutamol,26-45,202,16.32,1645,507,1
2022-01-16,2022,1,16,North America,Canada,Vitamin,Vitamin C,65+,161,10.68,871,987,1
2022-10-05,2022,10,5,East Asia,Japan,Diabetes,Metformin,46-65,218,12.77,189,867,1
2024-12-07,2024,12,7,South America,Colombia,Vitamin,Vitamin C,13-25,312,11.49,183,468,0
2025-12-22,2025,12,22,South Asia,Bangladesh,Cardiovascular,Atorvastatin,46-65,294,26.53,322,368,0
2022-05-26,2022,5,26,East Asia,China,Diabetes,Metformin,65+,395,14.05,446,387,1
2022-05-01,2022,5,1,South Asia,Mexico,Cardiovascular,Atorvastatin,46-65,118,21.0,754,543,1
2021-04-16,2021,4,16, South Asia ,Bangladesh,Respiratory,Salbutamol,26-45,459,16.65,163,657,1
9999-99-99,2025,1,12,South Asia,India,Cough_Cold,Cough Syrup,13-25,109,13.94,725,614,0
2022-01-02,2022,1,2,East Asia,China,Vitamin,Vitamin C,13-25,349,11.3,266,674,1
2021-05-04,2021,5,4,South America,Brazil,Vitamin,Vitamin C,26-45,132,9.81,1686,210,1
2022-09-14,2022,9,14,East Asia,Japan,Vitamin,Vitamin C,65+,196,10.9,1337,930,1
2020-10-12,2020,10,12,South America,Brazil,Respiratory,Salbutamol,0-12,68,17.35,857,98,1
2021-12-17,2021,12,17,Europe,Italy,Diabetes,Metformin,46-65,332,15.23,1390,742,1
2022-06-01,2022,6,1,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,166,44.91,996,915,1
2020-08-02,2020,8,2,Oceania,New Zealand,Pain_Relief,Ibuprofen,26-45,448,8.13,1072,959,1
2023-05-07,2023,5,7,Europe,France,Respiratory,Salbutamol,26-45,170,23.87,41,860,0
2022-08-21,2022,8,21,South America,Argentina,Antibiotic,Amoxicillin,26-45,388,28.58,40,515,1
2023-02-15,2023,2,15,South America,Argentina,Cardiovascular,Atorvastatin,65+,207,29.43,108,487,0
2025-04-17,2025,4,17, Europe ,France,Cough_Cold,Cough Syrup,66-80,266,10.24,988,402,0
2025-03-22,2025,3,22,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,29,13.79,-521,807,0
2022-02-24,2022,2,24,Europe,Italy,Vitamin,Vitamin C,26-45,267,10.88,637,485,1
2023-06-22,2023,6,22,South Asia,India,Chronic,Omeprazole,46-65,421,33.68,92,138,0
2023-12-09,2023,12,9,North America,USA,Respiratory,Salbutamol,26-45,93,-17.71,83,419,0
,2023,8,6,South America,Argentina,Cardiovascular,Amlodipine,65+,75,22.93,1753,989,0
2020-11-29,2020,11,29,Europe,Italy,Pain_Relief,Ibuprofen,46-65,452,7.32,125,581,1
2024-10-22,2024,10,22,Oceania, Australia ,Cardiovascular,Amlodipine,65+,228,26.94,1091,117,0
2022-09-24,2022,9,24,Europe,France,Vitamin,Vitamin C,46-65,144,10.09,1376,856,1
2020-03-05,2020,3,5,Oceania,Australia, Vitamin ,Vitamin C,13-25,410,11.8,31,711,1
2020-10-06,2020,10,6,Europe,France,Vitamin,Vitamin C,0-12,199,9.33,1113,603,1
2024-02-23,2024,2,23,East Asia,UAE,Cough_Cold,Cough Syrup,13-25,420,12.69,73,381,0
2024-04-24,2024,4,24,Europe,Germany,Respiratory,Salbutamol, 26-45 ,129,21.51,57,409,0
2025-01-02,2025,1,2,South America,Argentina,Vitamin,Vitamin C,13-25,343,11.01,19,93,0
2023-06-26,2023,6,26,Europe,Germany,Vitamin,Vitamin C,0-12,203,9.79,86,876,0
2022-06-08,2022,6,8,North America,Mexico,Diabetes,Metformin,0-12,426,14.94,1499,597,1
2021-04-14,2021,4,14,East Asia,South Korea,Vitamin,Vitamin C,13-25,498,9.81,893,-31,1
2024-07-18,2024,7,18,East Asia,China,Diabetes,Metformin,46-65,136,17.54,1116,595,0
2020-11-20,2020,11,20,Africa,South Africa,Vitamin,Vitamin C,46-65,286,10.46,1479,740,1
2021-06-29,2021,6,29,East Asia,China,Vitamin,Vitamin C,26-45,267,11.04,915,270,1
2022-04-03,2022,4,3,Europe,Italy,Vitamin,Vitamin C,0-12,52,10.27,1133,866,1
2021-02-28,2021,2,28,East Asia,China,Cardiovascular,Amlodipine,65+,128,26.97,316,148,1
2021-11-19,2021,11,19,Africa,Nigeria,Respiratory,Salbutamol,13-25,366,16.77,947,874,1
2025-07-31,2025,7,31,South America,Colombia,Vitamin,Vitamin C,0-12,63,-8.23,1564,88,0
2024-02-24,2024,2,24,Europe,Germany,Cough_Cold,Cough Syrup,26-45,149,12.52,1549,537,0
2025-09-07,2025,9,7,South Asia,Bangladesh,Vitamin,Vitamin C,0-12,124,10.39,1784,844,0
2022-08-13,2022,8,13,North America,USA, Cough_Cold ,Cough Syrup,13-25,198,12.74,1095,173,1
2021-09-11,2021,9,11,Africa,Nigeria,Diabetes,Metformin,46-65,155,12.5,200,766,1
2020-11-12,2020,11,12,South America,Brazil,Antibiotic, Amoxicillin , 26-45 ,119,33.48,674,759,1
2021-02-01,2021,2,1,South Asia,India,Chronic,Omeprazole,65+,437,45.19,381,840,1
2021-06-03,2021,6,3, North America ,Canada,Antibiotic,Azithromycin,0-12,165,28.32,1392,829,1
2023-10-04,2023,10,4,Africa,Nigeria,Respiratory,Salbutamol,26-45,163,19.48,1415,556,0
2021-03-04,2021,3,4,South America, Colombia ,Respiratory,Salbutamol,26-45,241,21.37,464,788,1
2025-01-31,2025,1,31,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,447,10.89,1164,659,0
2021-06-03,2021,6,3,Oceania,Australia,Antibiotic,Amoxicillin,65+,236,34.29,15,105,1
2022-09-12,2022,9,12,Oceania,New Zealand,Vitamin,Vitamin C, 13-25 ,47,9.0,1055,830,1
2020-01-19,2020,1,19,South America,Brazil,Chronic,Omeprazole,65+,337,35.74,333,663,1
,2020,11,12,Africa,South Africa,Cardiovascular,Atorvastatin,46-65,150,23.53,427,950,1
2021-09-05,2021,9,5,South America,Argentina,Chronic,Omeprazole,65+,487,45.31,1211,929,1
2025-05-22,2025,5,22,Middle East,Saudi Arabia,Chronic,Omeprazole,26-45,62,39.11,238,105,0
2022-05-03,2022,5,3,Africa,South Africa,Diabetes,Metformin,65+,91,13.22,154,591,1
2024-07-01,2024,7,1,South America,Argentina,Cough_Cold,Cough Syrup,46-65,149,14.17,801,63,0
2023-10-09,2023,10,9,South Asia,India,Cough_Cold,Cough Syrup,13-25,266,9.81,1224,520,0
2022-10-06,2022,10,6,South America,Argentina,Respiratory,Salbutamol,46-65,30,18.08,501,608,1
2021-06-28,2021,6,28,East Asia,USA,Chronic,Omeprazole,46-65,143,33.73,1321,131,1
2025-09-20,2025,9,20, Oceania ,Australia,Respiratory,Salbutamol,26-45,267,18.47,1562,379,0
2022-07-20,2022,7,20,South America,Argentina, Vitamin ,Vitamin C,0-12,435,11.68,1541,144,1
2021-05-18,2021,5,18,Europe,UK,Chronic,Omeprazole,46-65,374,44.35,24,172,1
2025-02-11,2025,2,11,Oceania,New Zealand,Chronic,Omeprazole,26-45,467,41.11,1367,415,0
2025-12-01,2025,12,1,East Asia,South Korea,Antibiotic,Azithromycin,13-25,112,25.15,1291,83,0
2021-06-01,2021,6,1,Europe,UK,Respiratory,Salbutamol,0-12,249,22.91,1624,308,1
2021-09-06,2021,9,6,North America,Mexico,Antibiotic,Azithromycin,26-45,464,30.63,493,80,1
2025-08-23,2025,8,23,Middle East,Saudi Arabia,Respiratory,Salbutamol,46-65,193,23.94,911,994,0
2025-08-26,2025,8,26,East Asia,China,,Amlodipine,46-65,114,22.98,305,59,0
2021-11-26,2021,11,26,East Asia,South Korea,Cough_Cold,Cough Syrup,26-45,394,11.15,1523,223,1
2022-09-22,2022,9,22,South America,Argentina,Vitamin,Vitamin C,0-12,66,8.62,1213,756,1
2022-04-18,2022,4,18,South America,Colombia,Respiratory,Salbutamol,46-65,487,23.04,747,145,1
2020-09-18,2020,9,18,South America,Brazil,Antibiotic,Azithromycin,26-45,106,32.52,1780,837,1
2023-05-07,2023,5,7,Oceania,New Zealand,Cough_Cold,Cough Syrup,65+,490,13.65,1070,259,0
2020-02-02,2020,2,2,North America,USA,Chronic,Omeprazole,13-25,314,47.07,1704,497,1
2025-04-23,2025,4,23,North America,Mexico,Cardiovascular,Amlodipine,46-65,358,27.81,324,287,0
2025-12-08,2025,12,8,Africa,Nigeria,Diabetes,Metformin,26-45,362,,20,847,0
2023-07-20,2023,7,20,Oceania,Australia,Chronic,Omeprazole,46-65,186,37.37,237,826,0
2021-04-28,2021,4,28,Oceania,New Zealand,Respiratory,Salbutamol,26-45,404,16.92,1153,148,1
2024-08-18,2024,8,18,Oceania,Australia,Vitamin,Vitamin C, 0-12 ,391,11.36,589,332,0
2023-02-21,2023,2,21,East Asia,Japan,Diabetes,Metformin,0-12,391,14.87,-934,419,0
2022-03-22,2022,3,22,Middle East,Saudi Arabia,Vitamin,Vitamin C,65+,127,9.28,855,666,1
2024-10-31,2024,10,31,Africa,Nigeria,Cardiovascular,Amlodipine,46-65,300,21.69,441,130,0
2020-06-17,2020,6,17,Middle East,UAE,Respiratory,Salbutamol,13-25,384,16.4,340,800,1
2023-12-02,2023,12,2,East Asia,South Korea,Diabetes,Metformin,65+,201,15.15,363,233,0
2024-08-25,2024,8,25,Europe,Italy,Cardiovascular,Amlodipine,26-45,130,24.14,100,511,0
2022-08-21,2022,8,21,East Asia,China,Vitamin,Vitamin C,26-45,271,11.37,1025,498,1
2025-07-10,2025,7,10,Middle East,Saudi Arabia,Chronic,Omeprazole,65+,92,36.43,275,194,0
2021-07-23,2021,7,23,South Asia,Bangladesh,Chronic,Omeprazole,46-65,81,43.11,1222,66,1
2023-08-02,2023,8,2,South Asia,Bangladesh,Cardiovascular,Atorvastatin,65+,161,22.72,135,502,0
2022-05-30,2022,5,30,Africa,South Africa,Vitamin,Vitamin C,46-65,158,8.79,1592,651,1
2020-09-21,2020,9,21,East Asia,South Korea,Vitamin,Vitamin C,65+,72,10.63,1789,522,1
2023-02-16,2023,2,16,East Asia,Japan,Pain_Relief,Ibuprofen,46-65,217,7.39,1713,835,0
2022-07-19,2022,7,19,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,13-25,141,34.48,295,155,1
2023-06-24,2023,6,24,Europe,France,Chronic,Omeprazole,46-65,463,39.83,442,606,0
2021-03-22,2021,3,22,South Asia,India,Cough_Cold,Cough Syrup,0-12,144,10.07,645,285,1
2023-10-19,2023,10,19,Africa,South Africa,Cardiovascular,Amlodipine,0-12,269,23.86,19,422,0
2024-05-10,2024,5,10,Africa,Nigeria,Chronic,Omeprazole,46-65,72,47.34,1347,216,0
2022-02-03,2022,2,3,Oceania, Australia ,Respiratory,Salbutamol,13-25,151,21.15,177,609,1
2020-07-10,2020,7,10,Africa,South Africa,Diabetes,Metformin,65+,90,15.32,1386,992,1
2022-05-25,2022,5,25,Africa,Nigeria,Antibiotic,Amoxicillin,0-12,306,30.1,691,889,1
2023-11-08,2023,11,8,Europe,UK,Antibiotic,Amoxicillin,26-45,129,25.46,1393,285,0
2022-09-01,2022,9,1,North America,USA,Antibiotic,Amoxicillin,26-45,162,34.66,1226,803,1
2024-04-01,2024,4,1,South Asia,Bangladesh,Antibiotic,Amoxicillin,13-25,87,31.15,968,154,0
2021-01-03,2021,1,3,Oceania,New Zealand,,Amoxicillin,26-45,447,28.87,1724,139,
2023-04-05,2023,4,5,South America,Argentina,Cardiovascular,Amlodipine,13-25,447,21.04,1490,679,0
2020-05-29,2020,5,29,North America,Canada,Pain Relief,Paracetamol,65+,21,9.49,1154,562,1
2020-05-08,2020,5,8,South America,Argentina,Vitamin,Vitamin C,65+,389,8.63,67,227,1
2020-04-28,2020,4,28,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,30,10.38,1821,464,1
2025-12-07,2025,12,7,Africa,Nigeria,Diabetes,Metformin,26-45,102,14.66,1858,815,0
,2022,10,3,Africa,South Africa,Diabetes,Metformin,46-65,13,15.23,1716,612,1
2022-11-08,2022,11,8,North America,USA,Chronic,Omeprazole,26-45,306,32.72,801,473,1
2022-10-19,2022,10,19,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,227,32.75,286,721,1
2025-04-08,2025,4,8,Europe,Italy,Pain_Relief,Ibuprofen,46-65,59,8.63,1039,394,0
2023-08-02,2023,8,2,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,26-45,307,23.53,525,635,0
2020-06-20,2020,6,20,Middle East,Saudi Arabia,Chronic,Omeprazole,13-25,336,46.79,435,643,1
2022-11-04,2022,11,4,South Asia,India,Cardiovascular,Amlodipine,0-12,66,22.63,293,548,1
2025-12-14,2025,12,14,East Asia,South Korea,Chronic,Omeprazole,65+,303,40.55,571,261,0
2021-03-21,2021,3,21,Europe,France,Antibiotic,Azithromycin,26-45,431,33.22,50,579,1
2021-11-23,2021,11,23,Middle East,Saudi Arabia,Diabetes,Metformin, 46-65 ,117,16.77,572,687,1
2025-11-07,2025,11,7, South America ,Brazil,Cardiovascular,Amlodipine,46-65,494,21.64,31,302,0
2020-06-06,2020,6,6,South Asia,India,Antibiotic,Azithromycin,13-25,70,25.32,774,611,1
